Epoch 1/10|cross_entropy Loss: 2.4560
Epoch 2/10|cross_entropy Loss: 2.2100
Epoch 3/10|cross_entropy Loss: 2.0383
Epoch 4/10|cross_entropy Loss: 1.8919
Epoch 5/10|cross_entropy Loss: 1.7558
Epoch 6/10|cross_entropy Loss: 1.6267
Epoch 7/10|cross_entropy Loss: 1.5042
Epoch 8/10|cross_entropy Loss: 1.3886
Epoch 9/10|cross_entropy Loss: 1.2820
Epoch 10/10|cross_entropy Loss: 1.1879
