Epoch 1/10|cross_entropy Loss: 2.5222
Epoch 2/10|cross_entropy Loss: 2.2377
Epoch 3/10|cross_entropy Loss: 2.0928
Epoch 4/10|cross_entropy Loss: 1.9694
Epoch 5/10|cross_entropy Loss: 1.8442
Epoch 6/10|cross_entropy Loss: 1.7143
Epoch 7/10|cross_entropy Loss: 1.5889
Epoch 8/10|cross_entropy Loss: 1.4757
Epoch 9/10|cross_entropy Loss: 1.3723
Epoch 10/10|cross_entropy Loss: 1.2761
