Epoch 1/10|cross_entropy Loss: 2.3896
Epoch 2/10|cross_entropy Loss: 1.9083
Epoch 3/10|cross_entropy Loss: 1.5024
Epoch 4/10|cross_entropy Loss: 1.3048
Epoch 5/10|cross_entropy Loss: 1.0619
Epoch 6/10|cross_entropy Loss: 1.0382
Epoch 7/10|cross_entropy Loss: 0.8874
Epoch 8/10|cross_entropy Loss: 0.8787
Epoch 9/10|cross_entropy Loss: 0.8070
Epoch 10/10|cross_entropy Loss: 0.7999
