Training started with mini-batch training...

Epoch 1/10, Loss: 0.7537
Epoch 2/10, Loss: 0.4444
Epoch 3/10, Loss: 0.3855
Epoch 4/10, Loss: 0.3659
Epoch 5/10, Loss: 0.3533
Epoch 6/10, Loss: 0.3498
Epoch 7/10, Loss: 0.3463
Epoch 8/10, Loss: 0.3430
Epoch 9/10, Loss: 0.3369
Epoch 10/10, Loss: 0.3372
Test Accuracy: 86.43%
