Epoch 1/10|cross_entropy Loss: 2.3907
Epoch 2/10|cross_entropy Loss: 1.9038
Epoch 3/10|cross_entropy Loss: 1.5491
Epoch 4/10|cross_entropy Loss: 1.2721
Epoch 5/10|cross_entropy Loss: 1.0916
Epoch 6/10|cross_entropy Loss: 1.0126
Epoch 7/10|cross_entropy Loss: 0.9074
Epoch 8/10|cross_entropy Loss: 0.9011
Epoch 9/10|cross_entropy Loss: 0.7980
Epoch 10/10|cross_entropy Loss: 0.8489
