Epoch 1/10|cross_entropy Loss: 2.3665
Epoch 2/10|cross_entropy Loss: 1.8677
Epoch 3/10|cross_entropy Loss: 1.5252
Epoch 4/10|cross_entropy Loss: 1.3300
Epoch 5/10|cross_entropy Loss: 1.1641
Epoch 6/10|cross_entropy Loss: 1.0157
Epoch 7/10|cross_entropy Loss: 0.9117
Epoch 8/10|cross_entropy Loss: 0.8320
Epoch 9/10|cross_entropy Loss: 0.8082
Epoch 10/10|cross_entropy Loss: 0.7647
