Training started with mini-batch training...

Epoch 1/10, Loss: 0.7529
Epoch 2/10, Loss: 0.4449
Epoch 3/10, Loss: 0.3832
Epoch 4/10, Loss: 0.3643
Epoch 5/10, Loss: 0.3518
Epoch 6/10, Loss: 0.3504
Epoch 7/10, Loss: 0.3488
Epoch 8/10, Loss: 0.3426
Epoch 9/10, Loss: 0.3405
Epoch 10/10, Loss: 0.3390
Test Accuracy: 86.64%
